Projeto|Identificador|Responsavel p/ Metadados|Data de preenchimento|MI|Índice de nomenclatura|Nome|Data de conclusão|Tipo da data de conclusão|Edição|Data da Edição|Tipo de recurso|Resumo|Propósito|Créditos|Escala|westBoundLongitude|southBoundLatitude|eastBoundLongitude|northBoundLatitude|Ponto de contato|EPSG|Datum Vertical|Catálogo de feições (Versão ET-EDGV)|PDF Carregado
Mapeamento de Áreas de Interesse da Força|f69f4bbb-cdd8-ce5a-5ca1-c9e2bd0277b6|JOÃO ALBERTO BATISTA DE CARVALHO / 2010257286;|07/05/2025|2239-2-NO|SE-21-V-B-II-2-NO|2239-2-NO - SE-21-V-B-II-2-NO - 25.000|01/07/2022|criacao|1ª Edição|2024-09-30|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-57.750|-16.125|-57.625|-16.000|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
Mapeamento de Áreas de Interesse da Força|14ba9546-8095-983c-9519-f61f2c27daaf|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2296-1-NE|SE-22-X-B-IV-1-NE|2296-1-NE - SE-22-X-B-IV-1-NE - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-49.375|-16.625|-49.25|-16.5|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|4ce70f3a-bfae-0d1d-f789-03cc8445a835|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2296-1-NO|SE-22-X-B-IV-1-NE|2296-1-NO - SE-22-X-B-IV-1-NE - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-49.5|-16.625|-49.375|-16.5|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|55fc58b2-7d80-5392-d9c9-0d25e9bf355d|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2296-1-SE|SE-22-X-B-IV-1-NE|2296-1-SE - SE-22-X-B-IV-1-NE - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-49.375|-16.75|-49.25|-16.625|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|170f2256-5a10-2e85-952e-6c303bc756d6|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2296-1-SO|SE-22-X-B-IV-1-SO|2296-1-SO - SE-22-X-B-IV-1-SO - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-49.5|-16.75|-49.375|-16.625|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|287ef8cb-71a8-a514-30e0-67e566f14617|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2296-2-NE|SE-22-X-B-IV-2-NE|2296-2-NE - SE-22-X-B-IV-2-NE - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-49.125|-16.625|-49.0|-16.5|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|2583794e-9406-3384-a0b1-24830b50deb3|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2296-2-NO|SE-22-X-B-IV-2-NO|2296-2-NO - SE-22-X-B-IV-2-NO - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-49.25|-16.625|-49.125|-16.5|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|9a36a480-8c64-98e2-dc03-07298308c3a7|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2296-2-SE|SE-22-X-B-IV-2-SE|2296-2-SE - SE-22-X-B-IV-2-SE - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-49.125|-16.75|-49.0|-16.625|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|44bc7709-8074-da62-326d-78ea5519be88|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2296-2-SO|SE-22-X-B-IV-2-SO|2296-2-SO - SE-22-X-B-IV-2-SO - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-49.25|-16.75|-49.125|-16.625|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|0162b830-41fa-e3ac-c5fc-bfaadd9c5f38|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2296-3-NE|SE-22-X-B-IV-3-NE|2296-3-NE - SE-22-X-B-IV-3-NE - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-49.375|-16.875|-49.25|-16.75|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|ad934611-eef6-17e4-8f8e-ff815dc275b4|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2296-3-NO|SE-22-X-B-IV-3-NO|2296-3-NO - SE-22-X-B-IV-3-NO - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-49.5|-16.875|-49.375|-16.75|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|df3f2878-06b3-a5c2-93a4-5f003e29b1f4|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2296-4-NE|SE-22-X-B-IV-4-NE|2296-4-NE - SE-22-X-B-IV-4-NE - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-49.125|-16.875|-49.0|-16.75|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|c351f64a-d8da-4b47-936c-c043af7fae4a|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2296-4-NO|SE-22-X-B-IV-4-NO|2296-4-NO - SE-22-X-B-IV-4-NO - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-49.25|-16.875|-49.125|-16.75|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|3bf1a208-ba4f-39e1-4151-9b93314f4e1d|RAPHAEL HELENO PINHO PERRUT / ;|09/10/2025|2299-2-SE|SE-23-V-A-IV-2-SE|2299-2-SE - SE-23-V-A-IV-2-SE - 25.000|20/09/2025|criacao|1ª Edição|2025-10-08|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""@2025 Planet Labs Inc.""}"|25000|-47.625|-16.750|-47.500|-16.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
Mapeamento de Áreas de Interesse da Força|7736ffcc-8ec5-7bb5-5d04-1bf4309064b3|JOÃO ALBERTO BATISTA DE CARVALHO / 2010257286;|03/12/2024|2401-3-SE|SE-21-Z-B-II-3-SE|2401-3-SE - SE-21-Z-B-II-3-SE - 25.000|01/06/2020|criacao|1ª Edição|2024-11-30|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-54.875|-18.500|-54.750|-18.375|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
Mapeamento de Áreas de Interesse da Força|97163463-0d26-cda9-6100-1887061d60db|JOÃO ALBERTO BATISTA DE CARVALHO / 2010257286;|03/12/2024|2401-4-SO|SE-21-Z-B-II-4-SO|2401-4-SO - SE-21-Z-B-II-4-SO - 25.000|01/06/2020|criacao|1ª Edição|2024-11-30|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-54.750|-18.500|-54.625|-18.375|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
Mapeamento de Áreas de Interesse da Força|37391cfb-6996-c3ed-17d4-63ad02d3663e|JOÃO ALBERTO BATISTA DE CARVALHO / 2010257286;|03/12/2024|2438-1-NE|SE-21-Z-B-V-1-NE|2438-1-NE - SE-21-Z-B-V-1-NE - 25.000|01/06/2020|criacao|1ª Edição|2024-11-30|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-54.875|-18.625|-54.750|-18.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
Mapeamento de Áreas de Interesse da Força|e4ffa408-b19d-db0c-ab2c-2359c3bf9be7|JOÃO ALBERTO BATISTA DE CARVALHO / 2010257286;|03/12/2024|2438-2-NO|SE-21-Z-B-V-2-NO|2438-2-NO - SE-21-Z-B-V-2-NO - 25.000|01/06/2020|criacao|1ª Edição|2024-11-30|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-54.750|-18.625|-54.625|-18.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
Mapeamento de Áreas de Interesse da Força|f938af0b-e37c-f6a2-a600-3a566733b33f|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2507-3-NE|SF-21-Y-D-V-3-NE|2507-3-NE - SF-21-Y-D-V-3-NE - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""PLANO DE DESENVOLVIMENTO DA DOUTRINA MILITAR TERRESTRE (PDDMT) - 2022""}"|25000|-57.875|-19.875|-57.750|-19.750|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|9b28073f-65bd-ca6b-8f5c-b429de26ce61|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2507-3-NO|SF-21-Y-D-V-3-NO|2507-3-NO - SF-21-Y-D-V-3-NO - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""PLANO DE DESENVOLVIMENTO DA DOUTRINA MILITAR TERRESTRE (PDDMT) - 2022""}"|25000|-58.000|-19.875|-57.875|-19.750|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|7c57db5f-4158-a562-a8a7-c5ab789f3acd|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2507-3-SE|SF-21-Y-D-V-3-SE|2507-3-SE - SF-21-Y-D-V-3-SE - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""PLANO DE DESENVOLVIMENTO DA DOUTRINA MILITAR TERRESTRE (PDDMT) - 2022""}"|25000|-57.875|-20.000|-57.750|-19.875|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|ab483616-cf51-8602-eb77-e4c123e287cf|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2545-1-NE|SF-21-V-B-II-1-NE|2545-1-NE - SF-21-V-B-II-1-NE - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""PLANO DE DESENVOLVIMENTO DA DOUTRINA MILITAR TERRESTRE (PDDMT) - 2022""}"|25000|-57.875|-20.125|-57.750|-20.000|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|e36c588c-2267-6484-3999-2cabca4d03c5|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2545-1-SE|SF-21-V-B-II-1-SE|2545-1-SE - SF-21-V-B-II-1-SE - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""PLANO DE DESENVOLVIMENTO DA DOUTRINA MILITAR TERRESTRE (PDDMT) - 2022""}"|25000|-57.875|-20.250|-57.750|-20.125|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|c4694f93-128a-ecc2-1b71-88bcfd5a247d|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|03/11/2022|2545-1-SO|SF-21-V-B-II-1-SO|2545-1-SO - SF-21-V-B-II-1-SO - 25.000|01/11/2022|criacao|1ª Edição|2022-11-03|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""PLANO DE DESENVOLVIMENTO DA DOUTRINA MILITAR TERRESTRE (PDDMT) - 2022""}"|25000|-58.000|-20.250|-57.875|-20.125|2º Centro de Geoinformação|4674|||1
Mapeamento de Áreas de Interesse da Força|4ffa59c1-bed0-a45f-a06b-16d5b2d06250|EDUARDO DE OLIVEIRA FLUHR / ;|31/07/2024|2617-3-NE|SF-21-V-D-II-3-NE|2617-3-NE - SF-21-V-D-II-3-NE - 25.000|01/04/2017|criacao|1ª Edição|2024-07-29|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-57.875|-21.375|-57.750|-21.250|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
Mapeamento de Áreas de Interesse da Força|f4394c6a-7b91-9b73-af9e-508eab53c985|EDUARDO DE OLIVEIRA FLUHR / ;|31/07/2024|2620-4-SE|SF-21-X-C-II-4-SE|2620-4-SE - SF-21-X-C-II-4-SE - 25.000|01/04/2017|criacao|1ª Edição|2024-07-29|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-56.125|-21.500|-56.000|-21.375|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
Mapeamento de Áreas de Interesse da Força|6629d4bd-2527-11e8-bc71-cb66608feab7|EDUARDO DE OLIVEIRA FLUHR / ;|31/07/2024|2686-1-NO|SF-21-Y-B-II-1-NO|2686-1-NO - SF-21-Y-B-II-1-NO - 25.000|01/07/2017|criacao|1ª Edição|2023-04-01|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-58.000|-22.125|-57.875|-22.000|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
Mapeamento de Áreas de Interesse da Força|57462da1-cc6e-d5ec-3f9e-bbbf2c409d6a|EDUARDO DE OLIVEIRA FLUHR / ;|01/08/2024|2688-2-NE|SF-21-Z-A-I-2-NE|2688-2-NE - SF-21-Z-A-I-2-NE - 25.000|01/04/2017|criacao|1ª Edição|2024-07-29|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-56.625|-22.125|-56.500|-22.000|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
Mapeamento de Áreas de Interesse da Força|7daa224c-4f21-07da-589b-e0324d6bea3a|JOÃO ALBERTO BATISTA DE CARVALHO / 2010257286;|20/03/2025|1768-4-SE|SC-22-Z-C-II-4-SE|ALDEIA INDÍGENA BOA ESPERANÇA - SC-22-Z-C-II-4-SE - 25.000|01/06/2015|criacao|1ª Edição|2025-02-20|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||25000|-50.125|-11.500|-50.000|-11.375|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
